condition,seed,final_widths,macro_mse,foreground_mse,mean_positive_forgetting,model_update_steps,parameter_count,quota_stop_fraction,updated_class_fraction,unresolved_exhausted_level_count,runtime_seconds,peak_cuda_bytes
cl_dataset,42,"[1100,600,350,70]",0.003990647383034229,0.04454783429256346,0.00017859160288935527,72,3518754,0.0,0.0,0,52.27259144419804,222943232
cl_dataset,43,"[1100,600,350,70]",0.003804432228207588,0.04278269373471106,6.769837636966258e-05,72,3518754,0.0,0.0,0,53.24197191372514,221688320
cl_dataset,44,"[1100,600,350,70]",0.003765581175684929,0.04353282833002669,4.072611773153767e-05,72,3518754,0.0,0.0,0,53.41038365568966,220266496
ndl_dataset,42,"[1100,600,350,70]",0.007577087730169296,0.08731472746473835,0.0016913958679651842,7432,3518754,0.125,0.16666666666666666,21,236.08971711806953,177066496
ndl_dataset,43,"[1100,600,350,70]",0.006899422965943813,0.07657513628780664,0.0013855582219548523,7180,3518754,0.125,0.16666666666666666,21,236.3363515259698,205406208
ndl_dataset,44,"[1100,600,350,70]",0.006842545233666897,0.08382107801263752,0.0012864126983913593,7147,3518754,0.125,0.16666666666666666,21,235.6766116512008,206875648
