condition,label,seed,class_id,learning_order,mse
ndl_intrinsic,NDL + intrinsic replay,43,6,7,0.07900576293468475
ndl_intrinsic,NDL + intrinsic replay,43,8,8,0.06678986549377441
ndl_intrinsic,NDL + intrinsic replay,43,9,9,0.04882315918803215
ndl_intrinsic,NDL + intrinsic replay,44,1,0,0.029179658740758896
ndl_intrinsic,NDL + intrinsic replay,44,7,1,0.04825057089328766
ndl_intrinsic,NDL + intrinsic replay,44,0,2,0.10426964610815048
ndl_intrinsic,NDL + intrinsic replay,44,2,3,0.08371055871248245
ndl_intrinsic,NDL + intrinsic replay,44,3,4,0.08017229288816452
ndl_intrinsic,NDL + intrinsic replay,44,4,5,0.05792219936847687
ndl_intrinsic,NDL + intrinsic replay,44,5,6,0.0743725374341011
ndl_intrinsic,NDL + intrinsic replay,44,6,7,0.08033189922571182
ndl_intrinsic,NDL + intrinsic replay,44,8,8,0.06877604871988297
ndl_intrinsic,NDL + intrinsic replay,44,9,9,0.04877641052007675
ndl_intrinsic,NDL + intrinsic replay,45,1,0,0.025506354868412018
ndl_intrinsic,NDL + intrinsic replay,45,7,1,0.04285876825451851
ndl_intrinsic,NDL + intrinsic replay,45,0,2,0.09631340205669403
ndl_intrinsic,NDL + intrinsic replay,45,2,3,0.07683169841766357
ndl_intrinsic,NDL + intrinsic replay,45,3,4,0.07628423720598221
ndl_intrinsic,NDL + intrinsic replay,45,4,5,0.05544082820415497
ndl_intrinsic,NDL + intrinsic replay,45,5,6,0.0731305181980133
ndl_intrinsic,NDL + intrinsic replay,45,6,7,0.07633267343044281
ndl_intrinsic,NDL + intrinsic replay,45,8,8,0.06384693086147308
ndl_intrinsic,NDL + intrinsic replay,45,9,9,0.05054759234189987
ndl_intrinsic,NDL + intrinsic replay,46,1,0,0.020620126277208328
ndl_intrinsic,NDL + intrinsic replay,46,7,1,0.03484581410884857
ndl_intrinsic,NDL + intrinsic replay,46,0,2,0.09298691898584366
ndl_intrinsic,NDL + intrinsic replay,46,2,3,0.07411932945251465
ndl_intrinsic,NDL + intrinsic replay,46,3,4,0.06983432173728943
ndl_intrinsic,NDL + intrinsic replay,46,4,5,0.0548749677836895
ndl_intrinsic,NDL + intrinsic replay,46,5,6,0.07172887027263641
ndl_intrinsic,NDL + intrinsic replay,46,6,7,0.0803743526339531
ndl_intrinsic,NDL + intrinsic replay,46,8,8,0.06294494867324829
ndl_intrinsic,NDL + intrinsic replay,46,9,9,0.04288669303059578
ndl_intrinsic,NDL + intrinsic replay,47,1,0,0.02979152463376522
ndl_intrinsic,NDL + intrinsic replay,47,7,1,0.0441049225628376
ndl_intrinsic,NDL + intrinsic replay,47,0,2,0.09860964119434357
ndl_intrinsic,NDL + intrinsic replay,47,2,3,0.0781351700425148
ndl_intrinsic,NDL + intrinsic replay,47,3,4,0.08009480684995651
ndl_intrinsic,NDL + intrinsic replay,47,4,5,0.0594608299434185
ndl_intrinsic,NDL + intrinsic replay,47,5,6,0.08001343160867691
ndl_intrinsic,NDL + intrinsic replay,47,6,7,0.07919234037399292
ndl_intrinsic,NDL + intrinsic replay,47,8,8,0.06976118683815002
ndl_intrinsic,NDL + intrinsic replay,47,9,9,0.04967113211750984
ndl_intrinsic,NDL + intrinsic replay,48,1,0,0.027969032526016235
ndl_intrinsic,NDL + intrinsic replay,48,7,1,0.04458838701248169
ndl_intrinsic,NDL + intrinsic replay,48,0,2,0.10366381704807281
ndl_intrinsic,NDL + intrinsic replay,48,2,3,0.08492832630872726
ndl_intrinsic,NDL + intrinsic replay,48,3,4,0.07729209214448929
ndl_intrinsic,NDL + intrinsic replay,48,4,5,0.0638962909579277
ndl_intrinsic,NDL + intrinsic replay,48,5,6,0.07600264996290207
ndl_intrinsic,NDL + intrinsic replay,48,6,7,0.0835353434085846
ndl_intrinsic,NDL + intrinsic replay,48,8,8,0.06987135112285614
ndl_intrinsic,NDL + intrinsic replay,48,9,9,0.05222379416227341
ndl_intrinsic,NDL + intrinsic replay,49,1,0,0.023644326254725456
ndl_intrinsic,NDL + intrinsic replay,49,7,1,0.04285580664873123
ndl_intrinsic,NDL + intrinsic replay,49,0,2,0.09867563098669052
ndl_intrinsic,NDL + intrinsic replay,49,2,3,0.08314894884824753
ndl_intrinsic,NDL + intrinsic replay,49,3,4,0.08040262013673782
ndl_intrinsic,NDL + intrinsic replay,49,4,5,0.05619785562157631
ndl_intrinsic,NDL + intrinsic replay,49,5,6,0.07404514402151108
ndl_intrinsic,NDL + intrinsic replay,49,6,7,0.07618287950754166
ndl_intrinsic,NDL + intrinsic replay,49,8,8,0.06469648331403732
ndl_intrinsic,NDL + intrinsic replay,49,9,9,0.04668013006448746
ndl_intrinsic,NDL + intrinsic replay,50,1,0,0.02273234724998474
ndl_intrinsic,NDL + intrinsic replay,50,7,1,0.04019925743341446
ndl_intrinsic,NDL + intrinsic replay,50,0,2,0.09290382266044617
ndl_intrinsic,NDL + intrinsic replay,50,2,3,0.08075520396232605
ndl_intrinsic,NDL + intrinsic replay,50,3,4,0.07813502103090286
ndl_intrinsic,NDL + intrinsic replay,50,4,5,0.06049708276987076
ndl_intrinsic,NDL + intrinsic replay,50,5,6,0.0705861821770668
ndl_intrinsic,NDL + intrinsic replay,50,6,7,0.07723511010408401
ndl_intrinsic,NDL + intrinsic replay,50,8,8,0.06246120110154152
ndl_intrinsic,NDL + intrinsic replay,50,9,9,0.04566013440489769
ndl_intrinsic,NDL + intrinsic replay,51,1,0,0.025131192058324814
ndl_intrinsic,NDL + intrinsic replay,51,7,1,0.03864238038659096
ndl_intrinsic,NDL + intrinsic replay,51,0,2,0.1052807942032814
ndl_intrinsic,NDL + intrinsic replay,51,2,3,0.0739077776670456
ndl_intrinsic,NDL + intrinsic replay,51,3,4,0.07416301965713501
ndl_intrinsic,NDL + intrinsic replay,51,4,5,0.05292316526174545
ndl_intrinsic,NDL + intrinsic replay,51,5,6,0.07697200030088425
ndl_intrinsic,NDL + intrinsic replay,51,6,7,0.08069474995136261
ndl_intrinsic,NDL + intrinsic replay,51,8,8,0.06450936198234558
ndl_intrinsic,NDL + intrinsic replay,51,9,9,0.04403185844421387
ndl_no_replay,"NDL, no replay",42,1,0,0.011312802322208881
ndl_no_replay,"NDL, no replay",42,7,1,0.02552921138703823
ndl_no_replay,"NDL, no replay",42,0,2,0.06096477434039116
ndl_no_replay,"NDL, no replay",42,2,3,0.06080456078052521
ndl_no_replay,"NDL, no replay",42,3,4,0.06084231287240982
ndl_no_replay,"NDL, no replay",42,4,5,0.054299384355545044
ndl_no_replay,"NDL, no replay",42,5,6,0.06073633208870888
ndl_no_replay,"NDL, no replay",42,6,7,0.07253428548574448
ndl_no_replay,"NDL, no replay",42,8,8,0.06007463485002518
ndl_no_replay,"NDL, no replay",42,9,9,0.044198811054229736
ndl_no_replay,"NDL, no replay",43,1,0,0.010497000068426132
ndl_no_replay,"NDL, no replay",43,7,1,0.02459884062409401
ndl_no_replay,"NDL, no replay",43,0,2,0.054104819893836975
ndl_no_replay,"NDL, no replay",43,2,3,0.05701224505901337
ndl_no_replay,"NDL, no replay",43,3,4,0.06088636443018913
ndl_no_replay,"NDL, no replay",43,4,5,0.053957391530275345
ndl_no_replay,"NDL, no replay",43,5,6,0.06258875131607056
ndl_no_replay,"NDL, no replay",43,6,7,0.06872617453336716
ndl_no_replay,"NDL, no replay",43,8,8,0.05747603625059128
ndl_no_replay,"NDL, no replay",43,9,9,0.04634227231144905
ndl_no_replay,"NDL, no replay",44,1,0,0.01012112945318222
ndl_no_replay,"NDL, no replay",44,7,1,0.02250082418322563
ndl_no_replay,"NDL, no replay",44,0,2,0.05756998807191849
ndl_no_replay,"NDL, no replay",44,2,3,0.053557779639959335
ndl_no_replay,"NDL, no replay",44,3,4,0.06106465682387352
ndl_no_replay,"NDL, no replay",44,4,5,0.05154837295413017
ndl_no_replay,"NDL, no replay",44,5,6,0.06048772856593132
ndl_no_replay,"NDL, no replay",44,6,7,0.06403538584709167
ndl_no_replay,"NDL, no replay",44,8,8,0.05585901811718941
ndl_no_replay,"NDL, no replay",44,9,9,0.04270932078361511
ndl_no_replay,"NDL, no replay",45,1,0,0.010584463365375996
ndl_no_replay,"NDL, no replay",45,7,1,0.023949531838297844
ndl_no_replay,"NDL, no replay",45,0,2,0.05633984133601189
ndl_no_replay,"NDL, no replay",45,2,3,0.05754302814602852
ndl_no_replay,"NDL, no replay",45,3,4,0.06076426804065704
ndl_no_replay,"NDL, no replay",45,4,5,0.055829714983701706
ndl_no_replay,"NDL, no replay",45,5,6,0.0630536675453186
ndl_no_replay,"NDL, no replay",45,6,7,0.06885043531656265
ndl_no_replay,"NDL, no replay",45,8,8,0.05985735356807709
ndl_no_replay,"NDL, no replay",45,9,9,0.0463130809366703
ndl_no_replay,"NDL, no replay",46,1,0,0.011448951438069344
ndl_no_replay,"NDL, no replay",46,7,1,0.0259451512247324
ndl_no_replay,"NDL, no replay",46,0,2,0.06403490900993347
ndl_no_replay,"NDL, no replay",46,2,3,0.05980318784713745
ndl_no_replay,"NDL, no replay",46,3,4,0.06662099063396454
ndl_no_replay,"NDL, no replay",46,4,5,0.05909882113337517
ndl_no_replay,"NDL, no replay",46,5,6,0.06728486716747284
ndl_no_replay,"NDL, no replay",46,6,7,0.07052847743034363
ndl_no_replay,"NDL, no replay",46,8,8,0.06611955165863037
ndl_no_replay,"NDL, no replay",46,9,9,0.04978729039430618
ndl_no_replay,"NDL, no replay",47,1,0,0.00958341732621193
ndl_no_replay,"NDL, no replay",47,7,1,0.02343619428575039
ndl_no_replay,"NDL, no replay",47,0,2,0.059199221432209015
ndl_no_replay,"NDL, no replay",47,2,3,0.05857110023498535
ndl_no_replay,"NDL, no replay",47,3,4,0.06019283086061478
ndl_no_replay,"NDL, no replay",47,4,5,0.05479950085282326
ndl_no_replay,"NDL, no replay",47,5,6,0.05897102877497673
ndl_no_replay,"NDL, no replay",47,6,7,0.06949449330568314
ndl_no_replay,"NDL, no replay",47,8,8,0.06035279110074043
ndl_no_replay,"NDL, no replay",47,9,9,0.04409768059849739
ndl_no_replay,"NDL, no replay",48,1,0,0.011104708537459373
ndl_no_replay,"NDL, no replay",48,7,1,0.023809688165783882
ndl_no_replay,"NDL, no replay",48,0,2,0.06602171063423157
ndl_no_replay,"NDL, no replay",48,2,3,0.05467570573091507
ndl_no_replay,"NDL, no replay",48,3,4,0.06265003234148026
ndl_no_replay,"NDL, no replay",48,4,5,0.04948997497558594
ndl_no_replay,"NDL, no replay",48,5,6,0.06521090865135193
ndl_no_replay,"NDL, no replay",48,6,7,0.0691598579287529
ndl_no_replay,"NDL, no replay",48,8,8,0.05896264314651489
ndl_no_replay,"NDL, no replay",48,9,9,0.041417744010686874
ndl_no_replay,"NDL, no replay",49,1,0,0.010555475950241089
ndl_no_replay,"NDL, no replay",49,7,1,0.02349247597157955
ndl_no_replay,"NDL, no replay",49,0,2,0.05780954286456108
ndl_no_replay,"NDL, no replay",49,2,3,0.05613236501812935
ndl_no_replay,"NDL, no replay",49,3,4,0.0601634681224823
ndl_no_replay,"NDL, no replay",49,4,5,0.054857801645994186
ndl_no_replay,"NDL, no replay",49,5,6,0.062294360250234604
ndl_no_replay,"NDL, no replay",49,6,7,0.06722547113895416
ndl_no_replay,"NDL, no replay",49,8,8,0.061450034379959106
ndl_no_replay,"NDL, no replay",49,9,9,0.043970830738544464
ndl_no_replay,"NDL, no replay",50,1,0,0.010426467284560204
ndl_no_replay,"NDL, no replay",50,7,1,0.02346804365515709
ndl_no_replay,"NDL, no replay",50,0,2,0.05609539523720741
ndl_no_replay,"NDL, no replay",50,2,3,0.054011669009923935
ndl_no_replay,"NDL, no replay",50,3,4,0.059791769832372665
ndl_no_replay,"NDL, no replay",50,4,5,0.053339455276727676
ndl_no_replay,"NDL, no replay",50,5,6,0.06086626648902893
ndl_no_replay,"NDL, no replay",50,6,7,0.06653774529695511
ndl_no_replay,"NDL, no replay",50,8,8,0.058432068675756454
ndl_no_replay,"NDL, no replay",50,9,9,0.045965131372213364
ndl_no_replay,"NDL, no replay",51,1,0,0.01001831516623497
ndl_no_replay,"NDL, no replay",51,7,1,0.023047389462590218
ndl_no_replay,"NDL, no replay",51,0,2,0.0581059493124485
ndl_no_replay,"NDL, no replay",51,2,3,0.060542020946741104
ndl_no_replay,"NDL, no replay",51,3,4,0.062327515333890915
ndl_no_replay,"NDL, no replay",51,4,5,0.05659835413098335
ndl_no_replay,"NDL, no replay",51,5,6,0.06370708346366882
ndl_no_replay,"NDL, no replay",51,6,7,0.06824392825365067
ndl_no_replay,"NDL, no replay",51,8,8,0.060947027057409286
ndl_no_replay,"NDL, no replay",51,9,9,0.04595065116882324
